,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_NATURALEZA,COLE_BILINGUE,COLE_CARACTER,COLE_AREA_UBICACION,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,CALIFICACION
5041,0,4,2,3,1,1,1,1,1,1,0,0,2,2,0,3,0,0,3,2,5,57,53,54,49,58,268,GANO
5042,0,5,1,2,1,1,1,1,1,1,0,1,3,1,1,2,0,1,1,1,5,67,70,65,66,78,339,GANO
5043,0,4,3,3,1,1,1,1,1,0,1,0,2,2,1,3,0,0,1,2,1,62,43,59,64,58,285,GANO
5044,0,4,2,3,1,1,1,1,0,1,1,1,1,2,4,2,0,0,3,2,5,47,59,48,34,58,239,REGULAR
5045,0,4,2,3,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,2,1,65,63,50,64,66,305,GANO
5046,0,5,2,1,1,1,1,1,0,0,0,0,3,1,1,1,0,0,1,2,1,66,44,59,72,69,305,GANO
5049,0,6,4,5,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,0,64,64,63,64,74,323,GANO
5050,0,3,3,4,1,1,1,1,0,1,0,0,2,2,4,2,0,0,3,2,1,73,69,65,67,70,343,GANO
5051,0,3,3,3,1,1,1,1,1,1,1,0,2,1,1,2,0,0,2,2,1,55,66,49,32,46,251,GANO
5052,0,4,2,2,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,2,1,58,61,40,54,59,268,GANO
5053,0,5,2,3,1,1,1,0,1,0,0,0,1,1,0,1,0,0,2,2,5,57,27,48,53,51,233,REGULAR
5054,0,5,2,1,0,1,1,1,1,0,1,1,2,0,0,3,0,0,1,2,1,54,42,43,45,68,238,REGULAR
5055,0,3,1,2,1,1,1,1,1,1,0,0,2,1,1,2,0,0,1,2,1,57,52,51,52,62,268,GANO
5056,0,5,2,3,1,1,1,1,1,1,0,1,1,2,1,3,0,0,1,2,5,71,72,80,75,90,378,GANO
5057,0,4,2,3,1,1,1,1,1,1,0,1,2,1,2,3,0,0,1,2,5,78,70,69,76,100,377,GANO
5058,0,3,1,2,1,1,1,1,1,1,0,0,2,1,4,3,0,0,1,2,5,65,59,59,62,70,310,GANO
5059,0,4,2,3,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,2,5,76,69,76,77,90,378,GANO
5062,0,6,1,2,1,1,1,1,1,1,0,1,3,2,1,2,0,0,1,2,5,71,68,66,67,79,344,GANO
5064,0,6,2,3,1,1,1,1,1,1,0,0,3,2,2,2,0,1,1,2,5,74,71,70,75,87,368,GANO
5065,0,5,2,3,1,1,1,1,1,1,1,1,3,1,2,1,0,0,1,2,5,73,67,60,72,77,343,GANO
5067,0,3,3,3,1,1,1,1,1,1,0,1,2,1,0,3,0,0,1,2,5,73,76,79,75,77,379,GANO
5068,0,5,3,4,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,2,1,44,45,43,47,48,225,REGULAR
5069,0,4,1,2,1,1,1,1,1,0,1,1,0,1,4,2,0,0,1,2,5,59,59,56,44,70,278,GANO
5070,0,5,5,4,1,1,1,1,1,1,0,1,2,1,4,2,0,0,1,2,5,66,78,68,71,64,351,GANO
5071,0,6,2,2,1,1,1,1,1,1,0,1,3,1,1,0,0,0,1,2,5,66,67,62,66,68,327,GANO
5072,0,4,3,3,1,1,1,1,1,1,1,0,2,1,0,2,0,0,1,2,5,57,48,53,52,55,263,GANO
5073,0,5,2,4,1,1,1,1,1,1,0,1,2,1,2,2,0,0,1,1,5,61,49,45,49,69,262,GANO
5074,0,4,2,3,1,1,1,1,0,1,0,1,0,2,1,2,0,0,1,2,5,54,52,41,44,53,241,REGULAR
5075,0,4,2,3,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,2,5,68,52,58,53,55,288,GANO
5076,0,4,2,3,1,1,1,1,1,1,0,0,2,1,1,3,0,0,1,2,5,73,73,71,78,78,370,GANO
5078,0,5,2,2,1,1,1,1,1,1,0,1,2,2,4,2,0,1,1,2,5,69,51,57,60,66,299,GANO
5080,0,4,2,3,1,0,1,1,1,1,0,0,2,0,2,0,0,0,1,2,5,80,77,75,74,83,385,GANO
5081,0,5,3,5,1,1,1,1,1,1,0,0,0,2,4,3,0,0,1,2,5,58,63,52,57,78,295,GANO
5082,0,6,3,4,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,5,65,76,70,63,83,348,GANO
5083,0,5,2,3,1,1,1,1,1,1,0,1,3,1,2,2,0,0,1,2,0,68,81,73,78,78,376,GANO
5084,0,6,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,0,1,2,5,55,52,62,60,79,295,GANO
5085,0,4,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,67,56,58,60,67,304,GANO
5087,0,5,2,3,1,1,1,1,1,1,0,1,1,1,4,3,0,0,1,2,1,74,67,70,76,76,360,GANO
5088,0,5,2,4,1,1,1,1,1,1,1,1,2,2,4,2,0,0,1,2,5,53,65,63,47,74,292,GANO
5089,0,6,2,3,1,1,1,1,1,1,0,1,1,1,4,2,0,0,1,2,5,59,64,40,55,71,279,GANO
5090,0,4,2,3,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,2,5,73,71,67,64,77,347,GANO
5092,0,6,3,3,1,0,1,1,1,1,0,1,2,1,0,2,0,0,1,2,5,53,43,39,35,62,220,REGULAR
5093,0,5,3,4,1,1,1,1,1,1,0,1,2,2,1,2,0,1,1,1,5,61,65,63,62,78,320,GANO
5094,0,4,3,4,1,1,1,1,1,1,0,1,3,1,2,3,0,0,1,2,5,55,48,52,51,66,263,GANO
5095,0,5,2,5,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,2,5,71,71,68,70,83,355,GANO
5096,0,3,2,2,1,1,1,1,1,1,1,0,1,2,0,2,0,0,1,1,5,65,67,65,59,55,317,GANO
5097,0,5,3,4,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,2,1,63,63,49,57,59,290,GANO
5099,1,3,2,3,1,1,1,1,1,0,1,0,2,1,4,3,0,0,1,2,1,63,69,58,69,84,331,GANO
5100,0,4,3,4,1,1,1,1,1,1,1,0,1,1,4,1,0,0,1,2,1,63,64,62,57,58,306,GANO
5102,0,6,2,3,1,1,1,1,1,1,0,0,0,2,0,3,0,0,1,2,5,64,68,62,61,81,325,GANO
5103,0,4,2,3,1,1,1,1,1,1,0,0,1,0,0,1,0,1,2,2,5,70,63,50,57,68,303,GANO
5104,0,4,3,4,1,1,1,1,1,1,0,0,2,2,2,2,0,0,1,2,5,70,83,76,75,86,384,GANO
5106,0,3,4,6,1,1,1,1,1,1,1,0,1,1,0,3,0,0,1,2,5,69,69,67,60,75,335,GANO
5107,0,4,2,3,1,1,1,1,1,1,1,1,2,0,4,3,0,0,2,2,5,75,70,67,70,75,354,GANO
5108,0,5,2,3,1,1,1,1,1,1,1,0,2,1,3,3,0,0,1,2,5,71,73,71,66,72,352,GANO
5109,0,3,2,3,1,1,1,1,1,1,0,1,1,1,0,2,0,0,1,1,5,65,65,65,65,52,320,GANO
5110,0,4,2,3,1,1,1,1,1,1,1,1,1,1,4,2,0,0,1,1,5,50,56,52,58,66,275,GANO
5111,0,4,2,2,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,2,5,66,67,61,66,75,329,GANO
5112,0,4,2,2,1,1,1,1,1,1,0,1,1,2,1,1,0,0,1,1,5,50,46,45,38,45,224,REGULAR
5113,0,4,3,3,1,1,1,1,1,1,0,0,2,2,1,3,0,0,1,1,5,55,63,68,66,64,315,GANO
5117,0,5,3,3,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,2,5,56,52,53,51,70,272,GANO
5119,0,4,3,4,1,1,1,1,1,1,1,1,2,1,4,2,0,1,2,2,5,66,60,56,54,74,301,GANO
5120,0,4,2,3,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,2,1,62,59,57,55,66,294,GANO
5122,0,5,3,3,1,1,1,1,1,1,0,0,1,2,0,3,0,0,3,2,5,66,62,60,56,61,305,GANO
5126,0,3,2,2,1,0,1,1,0,1,0,0,1,1,2,3,0,1,2,2,5,62,56,52,58,75,292,GANO
5127,0,5,3,3,1,1,1,1,1,1,0,1,1,0,1,3,0,0,3,2,5,61,68,64,64,100,335,GANO
5128,0,5,2,3,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,68,72,68,71,83,354,GANO
5129,0,6,3,3,1,1,1,1,1,1,0,1,2,2,2,3,0,0,1,2,5,73,69,77,72,88,370,GANO
5130,0,4,3,4,1,1,1,1,1,1,0,0,3,1,0,2,0,0,1,2,5,57,61,51,45,68,273,GANO
5131,0,3,2,3,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,2,5,66,65,66,61,73,326,GANO
5132,0,6,3,5,1,1,1,1,1,1,0,1,2,2,4,4,0,0,1,2,5,52,55,46,38,56,242,REGULAR
5133,0,4,2,3,1,1,1,1,1,1,0,1,1,2,0,3,0,1,1,2,5,49,48,44,49,65,244,REGULAR
5134,0,4,2,2,1,1,1,1,1,0,0,1,2,2,4,3,0,0,3,2,5,60,71,58,60,78,317,GANO
5135,0,3,3,3,1,1,1,1,0,1,1,0,0,1,0,2,0,0,3,2,2,65,64,63,59,75,318,GANO
5136,0,4,1,2,1,1,1,1,0,0,0,1,0,2,4,2,0,0,1,1,5,66,69,71,70,85,351,GANO
5137,0,1,2,3,1,1,1,1,1,1,1,0,2,0,3,3,0,0,1,2,5,54,34,40,46,59,223,REGULAR
5138,0,4,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,0,1,2,5,71,73,70,71,100,367,GANO
5139,0,3,1,1,1,1,1,1,1,0,0,0,0,1,4,0,0,0,2,2,1,29,30,37,34,41,166,REGULAR
5140,0,5,1,2,1,1,1,1,1,1,0,1,2,2,1,2,0,0,1,2,0,60,52,55,53,64,278,GANO
5141,0,5,3,4,1,1,1,1,1,1,0,1,3,2,4,3,0,0,1,2,5,61,61,52,46,75,283,GANO
5142,0,5,2,1,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,2,0,57,71,72,31,71,294,GANO
5143,0,3,2,3,1,1,1,1,1,1,0,0,3,2,4,0,0,0,1,1,5,59,58,60,58,53,292,GANO
5144,0,5,2,3,1,1,1,1,1,1,0,1,0,2,1,2,0,0,1,2,5,69,70,54,65,67,323,GANO
5145,0,4,2,2,1,1,1,1,1,1,0,1,1,0,4,3,0,0,1,2,5,69,68,57,67,82,333,GANO
5146,0,5,2,4,1,1,1,1,1,1,0,1,1,0,4,1,0,1,1,2,5,66,76,74,66,78,355,GANO
5147,0,6,3,4,1,1,1,1,1,1,0,1,3,2,3,1,0,1,1,1,5,71,74,60,59,79,335,GANO
5148,0,4,3,3,1,1,1,1,1,1,0,1,2,1,3,2,0,1,1,2,5,74,71,57,64,75,336,GANO
5149,0,6,2,3,1,1,1,1,1,1,0,1,2,1,4,3,0,1,1,1,5,63,64,60,57,84,314,GANO
5150,0,4,2,3,1,1,1,1,1,1,0,1,2,2,2,2,0,0,2,2,5,66,27,64,65,83,288,GANO
5153,0,5,3,3,1,1,1,1,1,1,1,1,2,2,0,2,0,0,1,2,5,65,58,62,59,73,310,GANO
5154,0,5,3,4,1,1,1,1,1,0,1,0,2,2,1,1,0,1,1,2,5,75,80,72,77,85,383,GANO
5155,0,5,3,3,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,2,5,56,48,48,55,64,263,GANO
5156,0,3,2,3,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,2,1,68,65,71,66,71,339,GANO
5157,0,4,2,3,1,1,1,1,1,1,1,1,3,2,4,0,0,0,1,2,5,63,58,52,58,57,288,GANO
5158,0,5,2,3,1,1,1,1,1,1,0,1,2,1,4,3,0,0,1,2,1,75,73,63,71,86,358,GANO
5160,0,4,2,3,1,1,1,1,0,1,0,0,2,1,1,3,0,0,3,2,5,51,38,48,48,68,240,REGULAR
5161,0,4,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,0,1,2,4,68,70,69,75,84,358,GANO
5162,0,4,2,3,1,1,1,1,0,1,0,0,2,2,2,2,0,0,1,2,5,50,59,53,33,46,243,REGULAR
5163,0,6,3,4,1,1,1,1,1,1,0,1,2,2,0,2,0,0,1,2,5,64,63,61,60,100,325,GANO
5164,0,6,3,4,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,2,5,54,64,60,49,80,293,GANO
5165,0,6,2,4,1,1,1,1,1,1,0,1,2,2,1,3,0,1,1,2,5,68,66,65,61,81,331,GANO
5166,0,4,2,3,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,2,1,43,46,39,36,44,206,REGULAR
5167,0,3,3,4,1,1,1,1,0,1,1,0,2,1,2,3,0,0,3,2,1,72,72,68,73,76,358,GANO
5168,1,4,2,4,1,1,1,1,1,1,1,0,3,1,1,3,0,0,3,2,5,64,59,65,63,53,310,GANO
5169,0,4,1,3,1,1,1,1,1,1,1,1,0,0,4,3,0,0,1,2,2,48,48,41,44,57,231,REGULAR
5170,0,6,1,2,1,1,1,1,1,1,0,0,2,1,1,3,0,1,1,1,5,64,71,62,63,100,338,GANO
5171,0,5,1,2,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,2,3,42,39,37,37,38,193,REGULAR
5172,0,2,2,4,1,1,1,1,1,1,1,1,0,1,0,2,0,0,3,2,5,63,56,51,50,43,270,GANO
5174,0,2,1,2,1,1,1,1,1,1,1,1,0,1,4,0,0,0,2,2,2,50,50,43,50,48,241,REGULAR
5175,0,4,2,3,1,1,1,1,1,1,0,0,2,1,0,1,0,0,1,1,5,62,61,68,67,78,328,GANO
5176,0,3,3,3,1,1,1,1,1,1,1,1,1,2,0,3,0,0,1,2,4,40,27,29,27,47,160,REGULAR
5177,0,5,2,4,1,1,1,1,1,1,0,1,2,1,1,3,0,1,1,1,5,63,60,58,55,77,302,GANO
5178,0,5,2,3,1,1,1,1,1,1,0,0,0,2,2,3,0,0,1,2,5,64,72,69,70,86,350,GANO
5181,0,3,3,5,1,1,1,1,1,1,1,0,1,1,1,3,0,0,1,2,5,53,51,54,57,64,273,GANO
5182,0,5,3,3,1,1,1,1,1,1,0,1,1,1,1,2,0,0,1,2,5,63,70,57,57,78,315,GANO
5183,0,4,1,3,1,1,1,1,1,1,0,1,3,1,1,3,0,0,1,2,5,72,73,65,73,100,365,GANO
5184,0,3,2,2,1,1,1,1,1,1,0,1,0,1,1,3,0,0,1,2,1,52,41,50,38,57,231,REGULAR
5185,0,4,1,3,1,1,1,1,1,1,1,0,3,2,2,3,0,0,1,2,1,60,60,63,63,59,307,GANO
5187,0,5,4,3,1,1,1,1,1,1,0,0,1,1,0,4,1,1,3,2,3,50,32,42,25,32,184,REGULAR
5188,0,4,3,4,1,1,1,1,1,0,0,0,2,1,0,3,0,0,1,2,4,49,36,37,47,50,214,REGULAR
5190,0,3,2,3,1,1,1,1,1,0,0,0,0,1,0,2,0,0,1,2,1,30,30,33,40,28,164,REGULAR
5191,0,5,3,4,1,1,1,1,1,1,1,1,3,2,4,1,0,0,1,1,5,65,64,62,56,72,313,GANO
5192,0,4,2,3,1,1,1,1,1,1,0,0,2,1,1,2,0,0,1,2,1,61,67,61,59,63,310,GANO
5196,0,2,2,2,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,1,68,67,62,69,76,336,GANO
5197,0,1,2,2,1,0,1,1,0,0,1,0,2,2,2,3,0,0,1,2,3,77,63,64,70,61,340,GANO
5198,0,2,3,5,1,1,1,1,0,0,1,0,0,1,1,2,0,0,1,2,1,48,48,46,49,46,238,REGULAR
5199,0,2,2,3,1,1,1,1,0,0,1,0,0,2,4,3,0,0,2,2,1,64,57,54,59,60,293,GANO
5200,0,2,1,2,1,1,1,1,1,0,1,0,0,1,4,1,0,0,2,2,1,43,45,39,40,55,214,REGULAR
5203,0,3,2,3,1,1,1,1,1,0,1,1,0,1,4,2,0,0,1,2,1,24,29,42,28,48,160,REGULAR
5206,0,3,5,6,1,1,1,1,1,1,0,0,1,1,4,3,0,0,1,2,1,70,68,69,69,63,343,GANO
5207,0,4,5,6,1,1,0,1,1,0,0,1,2,0,1,3,0,0,1,2,1,65,62,59,50,64,297,GANO
5208,0,4,3,4,1,1,1,1,1,1,0,1,3,1,3,2,0,0,1,2,5,50,54,59,55,70,278,GANO
5209,0,2,2,3,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,2,1,47,56,39,39,63,233,REGULAR
5211,0,3,1,2,1,1,1,1,0,1,0,0,0,0,0,2,0,0,1,2,1,71,69,69,68,72,347,GANO
5212,0,4,3,5,1,0,1,1,1,1,1,1,3,1,0,3,0,0,2,2,1,52,45,53,47,46,245,REGULAR
5213,0,3,2,2,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,2,1,59,65,50,53,61,285,GANO
5214,0,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,0,0,3,2,1,69,65,64,56,64,318,GANO
5217,0,2,1,2,1,1,1,1,1,1,0,0,0,1,4,2,0,0,1,2,1,66,67,68,62,59,326,GANO
5218,0,3,2,2,1,1,1,1,0,0,0,0,1,0,4,2,0,0,1,2,1,66,65,68,59,71,325,GANO
5219,0,4,1,3,1,1,1,1,1,1,0,1,3,2,1,0,0,0,1,1,5,69,68,59,67,72,331,GANO
5220,0,3,2,3,1,1,0,1,1,1,1,0,2,1,0,3,0,0,3,2,1,49,45,44,45,54,232,REGULAR
5221,0,3,2,2,1,1,0,0,0,0,1,0,1,1,2,0,0,0,1,2,1,48,53,41,46,43,233,REGULAR
5222,0,3,2,4,1,1,1,1,1,1,1,0,1,2,0,2,0,0,1,2,1,62,61,54,51,54,284,GANO
5224,0,5,2,2,1,1,1,1,1,1,0,0,3,1,0,2,0,0,1,1,5,69,72,69,72,83,357,GANO
5226,0,2,1,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,2,3,42,45,43,44,48,219,REGULAR
5227,0,3,2,3,1,1,1,1,1,0,1,0,3,1,4,3,0,0,1,2,3,55,37,44,49,59,236,REGULAR
5230,0,4,2,3,1,1,1,1,1,1,0,1,1,2,4,2,0,1,1,2,5,65,67,64,50,72,312,GANO
5232,0,2,1,2,1,1,1,1,1,0,1,1,0,1,0,3,0,0,3,2,1,59,59,45,42,43,253,GANO
5233,0,3,3,3,1,1,1,1,1,1,1,1,0,2,1,1,0,0,2,2,1,70,80,75,68,70,365,GANO
5236,0,1,2,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,3,2,3,66,51,52,64,55,290,GANO
5237,0,6,2,2,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,2,5,70,70,73,70,80,357,GANO
5239,0,2,2,3,1,0,1,1,0,0,1,0,0,0,1,2,0,0,2,2,0,68,59,62,63,66,316,GANO
5240,0,4,3,3,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,1,5,74,69,68,72,80,357,GANO
5242,0,4,2,2,1,1,1,1,1,1,1,0,2,1,1,3,0,0,3,2,1,64,62,65,65,79,326,GANO
5244,0,3,3,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,4,51,42,46,41,49,227,REGULAR
5245,0,4,2,2,1,1,1,1,1,1,0,1,3,1,0,2,0,0,1,2,1,70,73,77,72,75,366,GANO
5246,0,6,2,3,1,1,1,1,1,1,0,1,3,0,2,2,0,1,1,1,1,69,61,64,62,82,327,GANO
5248,0,3,2,3,1,0,0,0,1,1,0,1,1,1,0,3,0,0,2,2,5,69,59,67,67,68,328,GANO
5249,0,3,2,2,1,1,1,1,1,0,0,0,2,1,1,1,0,0,3,2,1,60,63,51,40,57,269,GANO
5251,0,4,2,3,1,1,1,1,0,0,1,1,2,2,1,1,0,0,1,2,1,68,52,64,64,79,317,GANO
5252,0,3,2,4,1,1,1,1,1,0,0,1,0,1,4,3,0,0,1,2,1,60,45,47,45,54,248,REGULAR
5253,0,4,2,3,1,1,1,1,1,1,0,1,0,1,4,2,0,1,1,1,5,66,56,62,54,100,313,GANO
5254,0,4,2,3,1,1,1,1,1,1,0,0,2,1,4,1,0,1,1,1,5,58,56,54,50,76,281,GANO
5257,0,5,3,4,1,1,1,1,1,1,0,1,3,1,4,2,0,0,1,1,5,68,67,65,61,76,330,GANO
5258,0,6,2,6,1,1,1,1,1,1,0,1,2,2,2,3,0,1,1,1,5,68,64,65,53,73,317,GANO
5260,0,3,2,3,1,1,1,1,1,1,1,0,2,0,0,2,0,0,2,2,1,45,67,56,62,52,285,GANO
5261,0,2,2,2,1,1,1,1,1,0,1,0,0,1,3,2,0,0,2,2,0,62,58,59,63,50,298,GANO
5262,0,3,1,2,1,1,1,1,0,1,0,0,0,2,4,0,0,0,1,2,3,66,71,63,65,75,335,GANO
5269,0,4,3,3,1,1,1,1,1,1,1,0,2,1,2,2,0,0,1,1,5,76,71,76,73,83,373,GANO
5270,0,5,2,3,1,1,1,1,1,1,0,0,3,1,4,2,0,1,1,2,5,73,72,68,67,100,362,GANO
5272,0,5,5,6,1,1,0,0,0,0,0,0,3,2,4,3,0,0,1,1,5,64,66,66,65,76,330,GANO
5273,0,5,2,2,1,1,1,0,1,1,0,1,2,0,1,2,0,1,1,2,5,78,81,74,80,79,392,GANO
5274,0,6,1,2,1,1,1,1,1,0,0,1,2,1,2,3,0,0,1,2,1,62,52,57,59,58,288,GANO
5275,0,3,3,4,1,1,1,1,1,0,1,1,1,1,1,3,0,0,1,2,1,71,64,65,55,71,322,GANO
5276,0,5,3,3,1,1,1,1,1,1,0,1,3,1,0,2,0,1,1,2,5,73,78,64,70,82,360,GANO
5277,0,6,3,6,1,1,1,1,1,1,0,1,2,1,0,3,0,1,1,1,5,69,65,64,62,81,331,GANO
5278,0,3,2,3,1,1,1,1,1,0,0,1,3,2,0,2,0,0,2,2,1,65,60,58,68,68,316,GANO
5280,0,2,2,3,1,1,1,1,1,0,0,0,3,2,1,3,0,0,1,2,3,68,63,65,61,76,326,GANO
5281,0,6,3,3,1,1,1,1,1,1,0,1,3,2,0,3,0,0,1,2,5,55,63,58,41,76,280,GANO
5282,0,5,2,3,1,1,1,1,1,1,0,1,3,1,1,3,0,0,1,2,5,74,70,71,74,89,368,GANO
5284,0,3,2,3,1,1,1,1,1,1,0,0,1,2,0,3,0,0,1,2,3,59,62,62,67,60,312,GANO
5285,0,5,2,2,1,1,1,1,0,1,0,1,0,1,4,3,0,0,1,2,5,56,55,54,53,54,272,GANO
5286,0,3,3,4,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,2,1,71,66,61,36,55,291,GANO
5287,0,2,3,3,1,1,1,1,1,1,1,1,2,0,0,3,0,0,3,2,1,65,67,60,75,69,335,GANO
5288,0,5,2,3,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,1,57,51,51,54,58,268,GANO
5289,0,2,4,2,1,0,1,0,0,0,0,0,2,2,1,4,0,0,1,2,4,37,34,36,39,35,182,REGULAR
5290,0,4,2,3,1,1,1,1,1,1,0,1,3,2,2,2,0,0,1,2,5,72,68,60,64,85,337,GANO
5291,0,6,3,4,1,1,1,1,0,1,0,0,3,2,1,1,0,1,1,1,5,73,64,62,69,82,341,GANO
5292,0,6,2,3,1,1,1,1,1,1,1,0,0,2,4,2,0,1,1,1,5,68,64,66,61,100,337,GANO
5293,0,6,2,3,1,1,1,1,1,1,0,1,0,2,1,3,0,0,1,2,5,63,54,49,44,75,271,GANO
5294,0,3,1,2,1,1,1,1,1,0,0,0,2,0,2,2,0,0,1,2,4,58,65,59,49,64,291,GANO
5295,0,3,2,2,1,1,1,1,1,1,0,0,0,1,0,3,0,0,1,2,5,63,51,59,68,72,306,GANO
5297,0,3,2,3,1,1,1,1,0,1,0,0,1,2,2,2,0,0,1,2,5,61,62,59,60,69,306,GANO
5298,0,3,2,3,1,1,1,1,1,1,0,1,2,2,1,3,0,0,1,2,5,54,45,45,48,53,242,REGULAR
5301,0,6,2,4,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,5,76,79,73,70,88,378,GANO
5302,0,4,3,3,1,1,1,1,1,1,0,1,1,2,0,2,0,1,1,1,5,66,63,59,58,80,315,GANO
5303,0,3,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,0,2,2,1,64,64,66,61,79,325,GANO
5304,0,5,2,4,1,0,1,1,1,1,0,1,2,1,0,2,0,1,1,1,5,66,59,56,46,74,290,GANO
5306,0,2,2,1,1,1,1,0,1,0,0,0,0,1,3,3,0,0,0,2,4,60,38,47,44,54,239,REGULAR
5307,0,6,2,3,1,1,1,1,1,1,0,1,3,2,2,2,0,1,1,2,5,66,77,65,61,100,349,GANO
5308,0,4,3,3,1,1,1,1,1,1,0,1,2,2,2,3,0,0,1,2,5,71,68,67,66,81,345,GANO
5309,0,6,3,3,1,1,1,1,1,1,0,1,2,0,0,2,0,1,1,2,5,81,76,73,77,80,385,GANO
5311,0,4,2,3,1,1,1,1,1,1,0,1,2,1,4,3,0,0,1,2,5,73,60,58,60,75,318,GANO
5312,0,0,4,3,1,0,1,1,0,1,0,0,3,1,3,2,0,0,1,2,1,64,65,64,63,59,318,GANO
5313,0,0,2,3,1,1,1,1,1,1,0,0,2,2,0,2,0,1,1,2,5,69,66,64,66,82,337,GANO
5314,0,3,2,3,1,1,1,1,1,0,0,0,2,1,1,2,0,0,1,2,5,80,73,74,69,76,371,GANO
5316,0,2,2,3,1,1,1,1,1,0,1,0,2,1,1,3,0,0,2,2,0,67,76,76,71,78,365,GANO
5319,0,4,1,2,1,1,1,1,1,1,0,1,0,2,0,2,0,0,1,2,5,70,62,63,55,100,327,GANO
5320,0,4,2,3,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,2,5,69,69,66,70,100,355,GANO
5321,0,4,1,2,1,1,1,1,1,1,0,1,3,1,0,3,0,1,1,2,5,78,72,70,71,78,366,GANO
5323,0,3,2,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,3,2,5,56,54,59,62,77,296,GANO
5324,0,6,1,2,1,1,1,1,1,1,0,1,2,2,1,3,0,1,1,2,5,66,71,63,63,84,336,GANO
5326,0,4,2,3,1,1,1,1,1,1,0,0,3,1,4,2,0,1,3,2,5,56,62,55,56,69,291,GANO
5328,0,3,2,3,1,1,0,1,1,1,0,0,0,1,0,3,0,0,1,2,4,31,44,40,29,40,182,REGULAR
5330,0,2,5,6,1,1,1,1,1,0,0,1,2,1,3,2,0,0,1,2,1,47,44,43,40,53,221,REGULAR
5331,0,5,2,4,1,1,1,1,1,1,0,1,2,1,0,2,0,0,1,2,1,66,63,55,66,83,320,GANO
5332,0,2,3,4,1,1,1,1,1,1,1,1,0,2,4,3,0,0,2,2,1,59,56,58,53,44,278,GANO
5333,0,4,2,3,1,1,1,1,1,0,0,1,2,1,4,3,0,0,1,1,5,74,75,68,69,81,361,GANO
5336,0,4,2,2,1,1,1,1,1,1,0,1,3,1,1,3,0,1,1,2,5,72,61,65,62,82,332,GANO
5337,0,4,3,3,1,1,1,1,1,1,1,1,2,2,4,3,0,0,1,2,3,64,65,65,65,70,326,GANO
5340,0,3,1,2,1,1,1,1,1,0,0,0,0,2,0,1,0,0,1,2,5,53,50,53,47,63,258,GANO
